name,real,user,sys
icase_mut_O3,0.08,0.06,0.01
icase_mut_O3,0.08,0.07,0.01
icase_mut_O3,0.08,0.07,0.01
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.06,0.01
icase_mut_O3,0.08,0.07,0.01
icase_mut_O3,0.08,0.06,0.01
icase_mut_O3,0.08,0.08,0.00
icase_mut_O3,0.08,0.07,0.01
icase_mut_O3,0.08,0.08,0.00
icase_mut_O3,0.08,0.08,0.00
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.08,0.00
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.08,0.00
icase_mut_O3,0.08,0.06,0.01
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.07,0.01
icase_mut_O3,0.08,0.08,0.00
icase_mut_O3,0.08,0.07,0.01
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.07,0.01
icase_mut_O3,0.08,0.07,0.00
icase_mut_O3,0.08,0.07,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.20,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.22,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.22,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.00
icase_mut_O0,0.22,0.20,0.01
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.22,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.22,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.00
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.20,0.01
icase_mut_O0,0.21,0.21,0.00
icase_mut_O0,0.21,0.20,0.01
